i,j,x,y,energy_density
119,25,119,25,4.41028e-05
120,25,120,25,4.2122e-05
121,25,121,25,4.02397e-05
122,25,122,25,3.8451e-05
123,25,123,25,3.67511e-05
124,25,124,25,3.51355e-05
125,25,125,25,3.35997e-05
126,25,126,25,3.21397e-05
127,25,127,25,0.062405
0,26,0,26,0.0641009
1,26,1,26,3.3023e-05
2,26,2,26,3.45443e-05
3,26,3,26,3.6146e-05
4,26,4,26,3.78327e-05
5,26,5,26,3.96091e-05
6,26,6,26,4.14802e-05
7,26,7,26,4.34512e-05
8,26,8,26,4.55277e-05
9,26,9,26,4.77154e-05
10,26,10,26,5.00205e-05
11,26,11,26,5.24492e-05
12,26,12,26,5.50082e-05
13,26,13,26,5.77042e-05
14,26,14,26,6.05445e-05
15,26,15,26,6.35365e-05
16,26,16,26,6.66877e-05
17,26,17,26,7.0006e-05
18,26,18,26,7.34995e-05
19,26,19,26,7.71763e-05
20,26,20,26,8.10448e-05
21,26,21,26,8.51134e-05
22,26,22,26,8.93905e-05
23,26,23,26,9.38845e-05
24,26,24,26,9.86036e-05
25,26,25,26,0.000103556
26,26,26,26,0.000108749
27,26,27,26,0.00011419
28,26,28,26,0.000119885
29,26,29,26,0.000125841
30,26,30,26,0.000132062
31,26,31,26,0.000138551
32,26,32,26,0.000145312
33,26,33,26,0.000152345
34,26,34,26,0.000159649
35,26,35,26,0.00016722
36,26,36,26,0.000175053
37,26,37,26,0.000183139
38,26,38,26,0.000191467
39,26,39,26,0.000200023
40,26,40,26,0.000208787
41,26,41,26,0.000217738
42,26,42,26,0.000226849
43,26,43,26,0.000236091
44,26,44,26,0.000245427
45,26,45,26,0.000254819
46,26,46,26,0.000264224
47,26,47,26,0.000273592
48,26,48,26,0.000282872
49,26,49,26,0.000292007
50,26,50,26,0.000300938
51,26,51,26,0.000309604
52,26,52,26,0.000317939
53,26,53,26,0.000325879
54,26,54,26,0.000333359
55,26,55,26,0.000340312
56,26,56,26,0.000346678
57,26,57,26,0.000352395
58,26,58,26,0.000357409
59,26,59,26,0.000361669
60,26,60,26,0.000365133
61,26,61,26,0.000367763
62,26,62,26,0.000369532
63,26,63,26,0.000370422
64,26,64,26,0.000370422
65,26,65,26,0.000369532
66,26,66,26,0.000367763
67,26,67,26,0.000365133
68,26,68,26,0.000361669
69,26,69,26,0.000357409
70,26,70,26,0.000352395
71,26,71,26,0.000346678
72,26,72,26,0.000340312
73,26,73,26,0.000333359
74,26,74,26,0.000325879
75,26,75,26,0.000317939
76,26,76,26,0.000309604
77,26,77,26,0.000300938
78,26,78,26,0.000292007
79,26,79,26,0.000282872
80,26,80,26,0.000273592
81,26,81,26,0.000264224
82,26,82,26,0.000254819
83,26,83,26,0.000245427
84,26,84,26,0.000236091
85,26,85,26,0.000226849
86,26,86,26,0.000217738
87,26,87,26,0.000208787
88,26,88,26,0.000200023
89,26,89,26,0.000191467
90,26,90,26,0.000183139
91,26,91,26,0.000175053
92,26,92,26,0.00016722
93,26,93,26,0.000159649
94,26,94,26,0.000152345
95,26,95,26,0.000145312
96,26,96,26,0.000138551
97,26,97,26,0.000132062
98,26,98,26,0.000125841
99,26,99,26,0.000119885
100,26,100,26,0.00011419
101,26,101,26,0.000108749
102,26,102,26,0.000103556
103,26,103,26,9.86036e-05
104,26,104,26,9.38845e-05
105,26,105,26,8.93905e-05
106,26,106,26,8.51134e-05
107,26,107,26,8.10448e-05
108,26,108,26,7.71763e-05
109,26,109,26,7.34995e-05
110,26,110,26,7.0006e-05
111,26,111,26,6.66877e-05
112,26,112,26,6.35365e-05
113,26,113,26,6.05445e-05
114,26,114,26,5.77042e-05
115,26,115,26,5.50082e-05
116,26,116,26,5.24492e-05
117,26,117,26,5.00205e-05
118,26,118,26,4.77154e-05
119,26,119,26,4.55277e-05
120,26,120,26,4.34512e-05
121,26,121,26,4.14802e-05
122,26,122,26,3.96091e-05
123,26,123,26,3.78327e-05
124,26,124,26,3.6146e-05
125,26,125,26,3.45443e-05
126,26,126,26,3.3023e-05
127,26,127,26,0.0641009
0,27,0,27,0.0658195
1,27,1,27,3.39185e-05
2,27,2,27,3.55028e-05
3,27,3,27,3.71725e-05
4,27,4,27,3.89324e-05
5,27,5,27,4.07877e-05
6,27,6,27,4.27439e-05
7,27,7,27,4.48068e-05
8,27,8,27,4.69824e-05
9,27,9,27,4.92771e-05
10,27,10,27,5.16977e-05
11,27,11,27,5.42511e-05
12,27,12,27,5.69447e-05
13,27,13,27,5.97862e-05
14,27,14,27,6.27836e-05
15,27,15,27,6.59452e-05
16,27,16,27,6.92796e-05
17,27,17,27,7.27957e-05
18,27,18,27,7.65028e-05
19,27,19,27,8.04102e-05
20,27,20,27,8.45276e-05
21,27,21,27,8.88646e-05
22,27,22,27,9.34313e-05
23,27,23,27,9.82374e-05
24,27,24,27,0.000103293
25,27,25,27,0.000108607
26,27,26,27,0.00011419
27,27,27,27,0.000120049
28,27,28,27,0.000126194
29,27,29,27,0.000132633
30,27,30,27,0.00013937
31,27,31,27,0.000146413
32,27,32,27,0.000153765
33,27,33,27,0.000161429
34,27,34,27,0.000169404
35,27,35,27,0.000177688
36,27,36,27,0.000186277
37,27,37,27,0.000195163
38,27,38,27,0.000204334
39,27,39,27,0.000213777
40,27,40,27,0.000223471
41,27,41,27,0.000233393
42,27,42,27,0.000243516
43,27,43,27,0.000253806
44,27,44,27,0.000264224
45,27,45,27,0.000274727
46,27,46,27,0.000285265
47,27,47,27,0.000295785
48,27,48,27,0.000306227
49,27,49,27,0.000316527
50,27,50,27,0.000326616
51,27,51,27,0.000336423
52,27,52,27,0.000345872
53,27,53,27,0.000354889
54,27,54,27,0.000363395
55,27,55,27,0.000371314
56,27,56,27,0.000378574
57,27,57,27,0.000385101
58,27,58,27,0.000390832
59,27,59,27,0.000395706
60,27,60,27,0.000399671
61,27,61,27,0.000402683
62,27,62,27,0.000404711
63,27,63,27,0.000405731
64,27,64,27,0.000405731
65,27,65,27,0.000404711
66,27,66,27,0.000402683
67,27,67,27,0.000399671
68,27,68,27,0.000395706
69,27,69,27,0.000390832
70,27,70,27,0.000385101
71,27,71,27,0.000378574
72,27,72,27,0.000371314
73,27,73,27,0.000363395
74,27,74,27,0.000354889
75,27,75,27,0.000345872
76,27,76,27,0.000336423
77,27,77,27,0.000326616
78,27,78,27,0.000316527
79,27,79,27,0.000306227
80,27,80,27,0.000295785
81,27,81,27,0.000285265
82,27,82,27,0.000274727
83,27,83,27,0.000264224
84,27,84,27,0.000253806
85,27,85,27,0.000243516
86,27,86,27,0.000233393
87,27,87,27,0.000223471
88,27,88,27,0.000213777
89,27,89,27,0.000204334
90,27,90,27,0.000195163
91,27,91,27,0.000186277
92,27,92,27,0.000177688
93,27,93,27,0.000169404
94,27,94,27,0.000161429
95,27,95,27,0.000153765
96,27,96,27,0.000146413
97,27,97,27,0.00013937
98,27,98,27,0.000132633
99,27,99,27,0.000126194
100,27,100,27,0.000120049
101,27,101,27,0.00011419
102,27,102,27,0.000108607
103,27,103,27,0.000103293
104,27,104,27,9.82374e-05
105,27,105,27,9.34313e-05
106,27,106,27,8.88646e-05
107,27,107,27,8.45276e-05
108,27,108,27,8.04102e-05
109,27,109,27,7.65028e-05
110,27,110,27,7.27957e-05
111,27,111,27,6.92796e-05
112,27,112,27,6.59452e-05
113,27,113,27,6.27836e-05
114,27,114,27,5.97862e-05
115,27,115,27,5.69447e-05
116,27,116,27,5.42511e-05
117,27,117,27,5.16977e-05
118,27,118,27,4.92771e-05
119,27,119,27,4.69824e-05
120,27,120,27,4.48068e-05
121,27,121,27,4.27439e-05
122,27,122,27,4.07877e-05
123,27,123,27,3.89324e-05
124,27,124,27,3.71725e-05
125,27,125,27,3.55028e-05
126,27,126,27,3.39185e-05
127,27,127,27,0.0658195
0,28,0,28,0.0675589
1,28,1,28,3.48252e-05
2,28,2,28,3.64742e-05
3,28,3,28,3.82137e-05
4,28,4,28,4.0049e-05
5,28,5,28,4.19856e-05
6,28,6,28,4.40297e-05
7,28,7,28,4.61875e-05
8,28,8,28,4.84657e-05
9,28,9,28,5.08714e-05
10,28,10,28,5.34119e-05
11,28,11,28,5.60949e-05
12,28,12,28,5.89288e-05
13,28,13,28,6.1922e-05
14,28,14,28,6.50835e-05
15,28,15,28,6.84226e-05
16,28,16,28,7.19492e-05
17,28,17,28,7.56732e-05
18,28,18,28,7.96051e-05
19,28,19,28,8.37558e-05
20,28,20,28,8.81362e-05
21,28,21,28,9.27577e-05
22,28,22,28,9.76317e-05
23,28,23,28,0.00010277
24,28,24,28,0.000108184
25,28,25,28,0.000113885
26,28,26,28,0.000119885
27,28,27,28,0.000126194
28,28,28,28,0.000132824
29,28,29,28,0.000139783
30,28,30,28,0.00014708
31,28,31,28,0.000154723
32,28,32,28,0.000162718
33,28,33,28,0.000171069
34,28,34,28,0.000179779
35,28,35,28,0.000188845
36,28,36,28,0.000198266
37,28,37,28,0.000208035
38,28,38,28,0.00021814
39,28,39,28,0.000228567
40,28,40,28,0.000239297
41,28,41,28,0.000250304
42,28,42,28,0.00026156
43,28,43,28,0.000273027
44,28,44,28,0.000284664
45,28,45,28,0.000296422
46,28,46,28,0.000308246
47,28,47,28,0.000320076
48,28,48,28,0.000331842
49,28,49,28,0.000343473
50,28,50,28,0.000354888
51,28,51,28,0.000366006
52,28,52,28,0.000376739
53,28,53,28,0.000386997
54,28,54,28,0.000396691
55,28,55,28,0.00040573
56,28,56,28,0.000414027
57,28,57,28,0.000421498
58,28,58,28,0.000428063
59,28,59,28,0.000433652
60,28,60,28,0.000438202
61,28,61,28,0.000441662
62,28,62,28,0.000443991
63,28,63,28,0.000445163
64,28,64,28,0.000445163
65,28,65,28,0.000443991
66,28,66,28,0.000441662
67,28,67,28,0.000438202
68,28,68,28,0.000433652
69,28,69,28,0.000428063
70,28,70,28,0.000421498
71,28,71,28,0.000414027
72,28,72,28,0.00040573
73,28,73,28,0.000396691
74,28,74,28,0.000386997
75,28,75,28,0.000376739
76,28,76,28,0.000366006
77,28,77,28,0.000354888
78,28,78,28,0.000343473
79,28,79,28,0.000331842
80,28,80,28,0.000320076
81,28,81,28,0.000308246
82,28,82,28,0.000296422
83,28,83,28,0.000284664
84,28,84,28,0.000273027
85,28,85,28,0.00026156
86,28,86,28,0.000250304
87,28,87,28,0.000239297
88,28,88,28,0.000228567
89,28,89,28,0.00021814
90,28,90,28,0.000208035
91,28,91,28,0.000198266
92,28,92,28,0.000188845
93,28,93,28,0.000179779
94,28,94,28,0.000171069
95,28,95,28,0.000162718
96,28,96,28,0.000154723
97,28,97,28,0.00014708
98,28,98,28,0.000139783
99,28,99,28,0.000132824
100,28,100,28,0.000126194
101,28,101,28,0.000119885
102,28,102,28,0.000113885
103,28,103,28,0.000108184
104,28,104,28,0.00010277
105,28,105,28,9.76317e-05
106,28,106,28,9.27577e-05
107,28,107,28,8.81362e-05
108,28,108,28,8.37558e-05
109,28,109,28,7.96051e-05
110,28,110,28,7.56732e-05
111,28,111,28,7.19492e-05
112,28,112,28,6.84226e-05
113,28,113,28,6.50835e-05
114,28,114,28,6.1922e-05
115,28,115,28,5.89288e-05
116,28,116,28,5.60949e-05
117,28,117,28,5.34119e-05
118,28,118,28,5.08714e-05
119,28,119,28,4.84657e-05
120,28,120,28,4.61875e-05
121,28,121,28,4.40297e-05
122,28,122,28,4.19856e-05
123,28,123,28,4.0049e-05
124,28,124,28,3.82137e-05
125,28,125,28,3.64742e-05
126,28,126,28,3.48252e-05
127,28,127,28,0.0675589
0,29,0,29,0.069317
1,29,1,29,3.5742e-05
2,29,2,29,3.74574e-05
3,29,3,29,3.92685e-05
4,29,4,29,4.11812e-05
5,29,5,29,4.32016e-05
6,29,6,29,4.53363e-05
7,29,7,29,4.75921e-05
8,29,8,29,4.99763e-05
9,29,9,29,5.24967e-05
10,29,10,29,5.51615e-05
11,29,11,29,5.79792e-05
12,29,12,29,6.09589e-05
13,29,13,29,6.41101e-05
14,29,14,29,6.74429e-05
15,29,15,29,7.09676e-05
16,29,16,29,7.46954e-05
17,29,17,29,7.86375e-05
18,29,18,29,8.28058e-05
19,29,19,29,8.72127e-05
20,29,20,29,9.18707e-05
21,29,21,29,9.67931e-05
22,29,22,29,0.000101993
23,29,23,29,0.000107484
24,29,24,29,0.00011328
25,29,25,29,0.000119394
26,29,26,29,0.000125841
27,29,27,29,0.000132633
28,29,28,29,0.000139783
29,29,29,29,0.000147303
30,29,30,29,0.000155205
31,29,31,29,0.000163499
32,29,32,29,0.000172194
33,29,33,29,0.000181295
34,29,34,29,0.000190807
35,29,35,29,0.000200732
36,29,36,29,0.000211068
37,29,37,29,0.00022181
38,29,38,29,0.000232948
39,29,39,29,0.000244469
40,29,40,29,0.000256352
41,29,41,29,0.000268571
42,29,42,29,0.000281096
43,29,43,29,0.000293887
44,29,44,29,0.000306898
45,29,45,29,0.000320076
46,29,46,29,0.000333358
47,29,47,29,0.000346677
48,29,48,29,0.000359956
49,29,49,29,0.000373109
50,29,50,29,0.000386047
51,29,51,29,0.000398674
52,29,52,29,0.000410886
53,29,53,29,0.000422581
54,29,54,29,0.000433651
55,29,55,29,0.000443991
56,29,56,29,0.000453495
57,29,57,29,0.000462064
58,29,58,29,0.000469604
59,29,59,29,0.000476028
60,29,60,29,0.000481263
61,29,61,29,0.000485247
62,29,62,29,0.00048793
63,29,63,29,0.00048928
64,29,64,29,0.00048928
65,29,65,29,0.00048793
66,29,66,29,0.000485247
67,29,67,29,0.000481263
68,29,68,29,0.000476028
69,29,69,29,0.000469604
70,29,70,29,0.000462064
71,29,71,29,0.000453495
72,29,72,29,0.000443991
73,29,73,29,0.000433651
74,29,74,29,0.000422581
75,29,75,29,0.000410886
76,29,76,29,0.000398674
77,29,77,29,0.000386047
78,29,78,29,0.000373109
79,29,79,29,0.000359956
80,29,80,29,0.000346677
81,29,81,29,0.000333358
82,29,82,29,0.000320076
83,29,83,29,0.000306898
84,29,84,29,0.000293887
85,29,85,29,0.000281096
86,29,86,29,0.000268571
87,29,87,29,0.000256352
88,29,88,29,0.000244469
89,29,89,29,0.000232948
90,29,90,29,0.00022181
91,29,91,29,0.000211068
92,29,92,29,0.000200732
93,29,93,29,0.000190807
94,29,94,29,0.000181295
95,29,95,29,0.000172194
96,29,96,29,0.000163499
97,29,97,29,0.000155205
98,29,98,29,0.000147303
99,29,99,29,0.000139783
100,29,100,29,0.000132633
101,29,101,29,0.000125841
102,29,102,29,0.000119394
103,29,103,29,0.00011328
104,29,104,29,0.000107484
105,29,105,29,0.000101993
106,29,106,29,9.67931e-05
107,29,107,29,9.18707e-05
108,29,108,29,8.72127e-05
109,29,109,29,8.28058e-05
110,29,110,29,7.86375e-05
111,29,111,29,7.46954e-05
112,29,112,29,7.09676e-05
113,29,113,29,6.74429e-05
114,29,114,29,6.41101e-05
115,29,115,29,6.09589e-05
116,29,116,29,5.79792e-05
117,29,117,29,5.51615e-05
118,29,118,29,5.24967e-05
119,29,119,29,4.99763e-05
120,29,120,29,4.75921e-05
121,29,121,29,4.53363e-05
122,29,122,29,4.32016e-05
123,29,123,29,4.11812e-05
124,29,124,29,3.92685e-05
125,29,125,29,3.74574e-05
126,29,126,29,3.5742e-05
127,29,127,29,0.069317
0,30,0,30,0.0710913
1,30,1,30,3.66677e-05
2,30,2,30,3.8451e-05
3,30,3,30,4.03356e-05
4,30,4,30,4.23278e-05
5,30,5,30,4.44342e-05
6,30,6,30,4.6662e-05
7,30,7,30,4.90187e-05
8,30,8,30,5.15123e-05
9,30,9,30,5.41513e-05
10,30,10,30,5.69447e-05
11,30,11,30,5.99019e-05
12,30,12,30,6.30331e-05
13,30,13,30,6.63486e-05
14,30,14,30,6.98598e-05
15,30,15,30,7.35783e-05
16,30,16,30,7.75164e-05
17,30,17,30,8.1687e-05
18,30,18,30,8.61035e-05
19,30,19,30,9.07799e-05
20,30,20,30,9.57306e-05
21,30,21,30,0.000100971
22,30,22,30,0.000106516
23,30,23,30,0.000112381
24,30,24,30,0.000118583
25,30,25,30,0.000125138
26,30,26,30,0.000132062
27,30,27,30,0.00013937
28,30,28,30,0.00014708
29,30,29,30,0.000155205
30,30,30,30,0.000163761
31,30,31,30,0.00017276
32,30,32,30,0.000182213
33,30,33,30,0.000192131
34,30,34,30,0.000202521
35,30,35,30,0.000213387
36,30,36,30,0.000224729
37,30,37,30,0.000236545
38,30,38,30,0.000248826
39,30,39,30,0.00026156
40,30,40,30,0.000274727
41,30,41,30,0.0002883
42,30,42,30,0.000302247
43,30,43,30,0.000316527
44,30,44,30,0.000331088
45,30,45,30,0.000345872
46,30,46,30,0.000360811
47,30,47,30,0.000375826
48,30,48,30,0.000390832
49,30,49,30,0.00040573
50,30,50,30,0.000420418
51,30,51,30,0.000434782
52,30,52,30,0.000448705
53,30,53,30,0.000462064
54,30,54,30,0.000474733
55,30,55,30,0.000486585
56,30,56,30,0.000497498
57,30,57,30,0.00050735
58,30,58,30,0.000516029
59,30,59,30,0.000523434
60,30,60,30,0.000529472
61,30,61,30,0.00053407
62,30,62,30,0.000537169
63,30,63,30,0.000538728
64,30,64,30,0.000538728
65,30,65,30,0.000537169
66,30,66,30,0.00053407
67,30,67,30,0.000529472
68,30,68,30,0.000523434
69,30,69,30,0.000516029
70,30,70,30,0.00050735
71,30,71,30,0.000497498
72,30,72,30,0.000486585
73,30,73,30,0.000474733
74,30,74,30,0.000462064
75,30,75,30,0.000448705
76,30,76,30,0.000434782
77,30,77,30,0.000420418
78,30,78,30,0.00040573
79,30,79,30,0.000390832
80,30,80,30,0.000375826
81,30,81,30,0.000360811
82,30,82,30,0.000345872
83,30,83,30,0.000331088
84,30,84,30,0.000316527
85,30,85,30,0.000302247
86,30,86,30,0.0002883
87,30,87,30,0.000274727
88,30,88,30,0.00026156
89,30,89,30,0.000248826
90,30,90,30,0.000236545
91,30,91,30,0.000224729
92,30,92,30,0.000213387
93,30,93,30,0.000202521
94,30,94,30,0.000192131
95,30,95,30,0.000182213
96,30,96,30,0.00017276
97,30,97,30,0.000163761
98,30,98,30,0.000155205
99,30,99,30,0.00014708
100,30,100,30,0.00013937
101,30,101,30,0.000132062
102,30,102,30,0.000125138
103,30,103,30,0.000118583
104,30,104,30,0.000112381
105,30,105,30,0.000106516
106,30,106,30,0.000100971
107,30,107,30,9.57306e-05
108,30,108,30,9.07799e-05
109,30,109,30,8.61035e-05
110,30,110,30,8.1687e-05
111,30,111,30,7.75164e-05
112,30,112,30,7.35783e-05
113,30,113,30,6.98598e-05
114,30,114,30,6.63486e-05
115,30,115,30,6.30331e-05
116,30,116,30,5.99019e-05
117,30,117,30,5.69447e-05
118,30,118,30,5.41513e-05
119,30,119,30,5.15123e-05
120,30,120,30,4.90187e-05
121,30,121,30,4.6662e-05
122,30,122,30,4.44342e-05
123,30,123,30,4.23278e-05
124,30,124,30,4.03356e-05
125,30,125,30,3.8451e-05
126,30,126,30,3.66677e-05
127,30,127,30,0.0710913
0,31,0,31,0.0728795
1,31,1,31,3.76011e-05
2,31,2,31,3.94537e-05
3,31,3,31,4.14134e-05
4,31,4,31,4.3487e-05
5,31,5,31,4.56817e-05
6,31,6,31,4.80051e-05
7,31,7,31,5.04656e-05
8,31,8,31,5.30719e-05
9,31,9,31,5.58333e-05
10,31,10,31,5.87595e-05
11,31,11,31,6.18611e-05
12,31,12,31,6.51492e-05
13,31,13,31,6.86354e-05
14,31,14,31,7.23321e-05
15,31,15,31,7.62525e-05
16,31,16,31,8.04102e-05
17,31,17,31,8.48197e-05
18,31,18,31,8.94963e-05
19,31,19,31,9.44556e-05
20,31,20,31,9.97144e-05
21,31,21,31,0.00010529
22,31,22,31,0.000111199
23,31,23,31,0.000117461
24,31,24,31,0.000124095
25,31,25,31,0.000131118
26,31,26,31,0.000138551
27,31,27,31,0.000146413
28,31,28,31,0.000154723
29,31,29,31,0.000163499
30,31,30,31,0.00017276
31,31,31,31,0.000182521
32,31,32,31,0.000192799
33,31,33,31,0.000203606
34,31,34,31,0.000214954
35,31,35,31,0.000226849
36,31,36,31,0.000239297
37,31,37,31,0.000252296
38,31,38,31,0.000265842
39,31,39,31,0.000279921
40,31,40,31,0.000294518
41,31,41,31,0.000309604
42,31,42,31,0.000325145
43,31,43,31,0.000341098
44,31,44,31,0.000357409
45,31,45,31,0.000374012
46,31,46,31,0.000390832
47,31,47,31,0.000407781
48,31,48,31,0.000424761
49,31,49,31,0.000441661
50,31,50,31,0.000458362
51,31,51,31,0.000474733
52,31,52,31,0.000490635
53,31,53,31,0.000505924
54,31,54,31,0.000520453
55,31,55,31,0.00053407
56,31,56,31,0.000546628
57,31,57,31,0.000557983
58,31,58,31,0.000568
59,31,59,31,0.000576555
60,31,60,31,0.000583539
61,31,61,31,0.00058886
62,31,62,31,0.000592448
63,31,63,31,0.000594255
64,31,64,31,0.000594255
65,31,65,31,0.000592448
66,31,66,31,0.00058886
67,31,67,31,0.000583539
68,31,68,31,0.000576555
69,31,69,31,0.000568
70,31,70,31,0.000557983
71,31,71,31,0.000546628
72,31,72,31,0.00053407
73,31,73,31,0.000520453
74,31,74,31,0.000505924
75,31,75,31,0.000490635
76,31,76,31,0.000474733
77,31,77,31,0.000458362
78,31,78,31,0.000441661
79,31,79,31,0.000424761
80,31,80,31,0.000407781
81,31,81,31,0.000390832
82,31,82,31,0.000374012
83,31,83,31,0.000357409
84,31,84,31,0.000341098
85,31,85,31,0.000325145
86,31,86,31,0.000309604
87,31,87,31,0.000294518
88,31,88,31,0.000279921
89,31,89,31,0.000265842
90,31,90,31,0.000252296
91,31,91,31,0.000239297
92,31,92,31,0.000226849
93,31,93,31,0.000214954
94,31,94,31,0.000203606
95,31,95,31,0.000192799
96,31,96,31,0.000182521
97,31,97,31,0.00017276
98,31,98,31,0.000163499
99,31,99,31,0.000154723
100,31,100,31,0.000146413
101,31,101,31,0.000138551
102,31,102,31,0.000131118
103,31,103,31,0.000124095
104,31,104,31,0.000117461
105,31,105,31,0.000111199
106,31,106,31,0.00010529
107,31,107,31,9.97144e-05
108,31,108,31,9.44556e-05
109,31,109,31,8.94963e-05
110,31,110,31,8.48197e-05
111,31,111,31,8.04102e-05
112,31,112,31,7.62525e-05
113,31,113,31,7.23321e-05
114,31,114,31,6.86354e-05
115,31,115,31,6.51492e-05
116,31,116,31,6.18611e-05
117,31,117,31,5.87595e-05
118,31,118,31,5.58333e-05
119,31,119,31,5.30719e-05
120,31,120,31,5.04656e-05
121,31,121,31,4.80051e-05
122,31,122,31,4.56817e-05
123,31,123,31,4.3487e-05
124,31,124,31,4.14134e-05
125,31,125,31,3.94537e-05
126,31,126,31,3.76011e-05
127,31,127,31,0.0728795
0,32,0,32,0.0746786
1,32,1,32,3.85406e-05
2,32,2,32,4.0464e-05
3,32,3,32,4.25004e-05
4,32,4,32,4.46572e-05
5,32,5,32,4.69422e-05
6,32,6,32,4.93637e-05
7,32,7,32,5.19308e-05
8,32,8,32,5.46529e-05
9,32,9,32,5.75402e-05
10,32,10,32,6.06035e-05
11,32,11,32,6.38542e-05
12,32,12,32,6.73046e-05
13,32,13,32,7.09676e-05
14,32,14,32,7.4857e-05
15,32,15,32,7.89873e-05
16,32,16,32,8.33738e-05
17,32,17,32,8.80328e-05
18,32,18,32,9.29814e-05
19,32,19,32,9.82374e-05
20,32,20,32,0.00010382
21,32,21,32,0.000109748
22,32,22,32,0.000116042
23,32,23,32,0.000122724
24,32,24,32,0.000129814
25,32,25,32,0.000137336
26,32,26,32,0.000145312
27,32,27,32,0.000153765
28,32,28,32,0.000162718
29,32,29,32,0.000172194
30,32,30,32,0.000182213
31,32,31,32,0.000192799
32,32,32,32,0.00020397
33,32,33,32,0.000215744
34,32,34,32,0.000228136
35,32,35,32,0.000241158
36,32,36,32,0.000254819
37,32,37,32,0.000269122
38,32,38,32,0.000284064
39,32,39,32,0.000299637
40,32,40,32,0.000315824
41,32,41,32,0.000332599
42,32,42,32,0.000349927
43,32,43,32,0.000367763
44,32,44,32,0.000386047
45,32,45,32,0.000404711
46,32,46,32,0.000423669
47,32,47,32,0.000442824
48,32,48,32,0.000462064
49,32,49,32,0.000481263
50,32,50,32,0.000500283
51,32,51,32,0.000518972
52,32,52,32,0.000537169
53,32,53,32,0.000554703
54,32,54,32,0.000571399
55,32,55,32,0.000587078
56,32,56,32,0.000601563
57,32,57,32,0.000614682
58,32,58,32,0.000626272
59,32,59,32,0.000636182
60,32,60,32,0.00064428
61,32,61,32,0.000650456
62,32,62,32,0.000654622
63,32,63,32,0.000656721
64,32,64,32,0.000656721
65,32,65,32,0.000654622
66,32,66,32,0.000650456
67,32,67,32,0.00064428
68,32,68,32,0.000636182
69,32,69,32,0.000626272
70,32,70,32,0.000614682
71,32,71,32,0.000601563
72,32,72,32,0.000587078
73,32,73,32,0.000571399
74,32,74,32,0.000554703
75,32,75,32,0.000537169
76,32,76,32,0.000518972
77,32,77,32,0.000500283
78,32,78,32,0.000481263
79,32,79,32,0.000462064
80,32,80,32,0.000442824
81,32,81,32,0.000423669
82,32,82,32,0.000404711
83,32,83,32,0.000386047
84,32,84,32,0.000367763
85,32,85,32,0.000349927
86,32,86,32,0.000332599
87,32,87,32,0.000315824
88,32,88,32,0.000299637
89,32,89,32,0.000284064
90,32,90,32,0.000269122
91,32,91,32,0.000254819
92,32,92,32,0.000241158
93,32,93,32,0.000228136
94,32,94,32,0.000215744
95,32,95,32,0.00020397
96,32,96,32,0.000192799
97,32,97,32,0.000182213
98,32,98,32,0.000172194
99,32,99,32,0.000162718
100,32,100,32,0.000153765
101,32,101,32,0.000145312
102,32,102,32,0.000137336
103,32,103,32,0.000129814
104,32,104,32,0.000122724
105,32,105,32,0.000116042
106,32,106,32,0.000109748
107,32,107,32,0.00010382
108,32,108,32,9.82374e-05
109,32,109,32,9.29814e-05
110,32,110,32,8.80328e-05
111,32,111,32,8.33738e-05
112,32,112,32,7.89873e-05
113,32,113,32,7.4857e-05
114,32,114,32,7.09676e-05
115,32,115,32,6.73046e-05
116,32,116,32,6.38542e-05
117,32,117,32,6.06035e-05
118,32,118,32,5.75402e-05
119,32,119,32,5.46529e-05
120,32,120,32,5.19308e-05
121,32,121,32,4.93637e-05
122,32,122,32,4.69422e-05
123,32,123,32,4.46572e-05
124,32,124,32,4.25004e-05
125,32,125,32,4.0464e-05
126,32,126,32,3.85406e-05
127,32,127,32,0.0746786
0,33,0,33,0.0764858
1,33,1,33,3.94847e-05
2,33,2,33,4.14802e-05
3,33,3,33,4.35947e-05
4,33,4,33,4.58364e-05
5,33,5,33,4.82137e-05
6,33,6,33,5.07356e-05
7,33,7,33,5.34119e-05
8,33,8,33,5.62528e-05
9,33,9,33,5.92695e-05
10,33,10,33,6.24738e-05
11,33,11,33,6.58783e-05
12,33,12,33,6.94963e-05
13,33,13,33,7.33422e-05
14,33,14,33,7.74312e-05
15,33,15,33,8.17794e-05
16,33,16,33,8.64039e-05
17,33,17,33,9.13229e-05
18,33,18,33,9.65555e-05
19,33,19,33,0.000102122
20,33,20,33,0.000108043
21,33,21,33,0.000114342
22,33,22,33,0.000121042
23,33,23,33,0.000128166
24,33,24,33,0.000135741
25,33,25,33,0.000143792
26,33,26,33,0.000152345
27,33,27,33,0.000161429
28,33,28,33,0.000171069
29,33,29,33,0.000181295
30,33,30,33,0.000192131
31,33,31,33,0.000203606
32,33,32,33,0.000215744
33,33,33,33,0.000228567
34,33,34,33,0.000242097
35,33,35,33,0.000256352
36,33,36,33,0.000271343
37,33,37,33,0.00028708
38,33,38,33,0.000303565
39,33,39,33,0.000320792
40,33,40,33,0.000338748
41,33,41,33,0.000357408
42,33,42,33,0.000376739
43,33,43,33,0.000396691
44,33,44,33,0.000417204
45,33,45,33,0.000438201
46,33,46,33,0.000459591
47,33,47,33,0.000481263
